person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
29,66000,Rent,4,Education,B,25000,11.48,1,0.38,N,10
22,42000,Rent,3,Personal,B,11000,11.71,0,0.26,N,2
29,30000,Rent,3,Medical,B,4400,11.49,0,0.15,N,6
27,110000,Mortgage,8,Venture,B,30000,11.11,0,0.27,N,6
29,18000,Rent,3,Medical,B,1700,11.12,0,0.09,N,10
33,37440,Rent,5,Personal,B,4400,11.71,0,0.12,N,10
28,95000,Own,3,Venture,B,4800,11.71,0,0.05,N,10
22,100000,Rent,3,Medical,A,1200,8.59,0,0.01,N,2
40,53000,Rent,2,Homeimprovement,A,12000,7.88,0,0.23,N,11
32,145000,Mortgage,1,Debtconsolidation,B,20000,11.36,0,0.14,N,8
27,84780,Mortgage,5,Venture,A,18000,7.51,0,0.21,N,10
44,36000,Rent,0,Personal,B,16000,11.49,1,0.44,N,13
23,37460,Mortgage,2,Education,C,7125,13.99,0,0.19,N,4
26,50000,Mortgage,1,Venture,B,15000,10.37,0,0.3,N,2
49,64600,Mortgage,4,Medical,D,10000,16.49,1,0.13,N,12
26,50000,Rent,3,Education,B,7525,11.49,0,0.15,N,2
22,45600,Own,6,Medical,C,1800,13.48,0,0.04,N,4
24,112000,Rent,5,Debtconsolidation,C,5400,15.27,0,0.05,Y,4
22,58650,Mortgage,5,Medical,D,9250,15.21,1,0.13,N,4
29,80000,Mortgage,14,Homeimprovement,D,5000,15.21,0,0.06,N,6
40,27040,Mortgage,7,Education,B,6925,9.99,0,0.26,N,15
29,79000,Mortgage,1,Debtconsolidation,A,7000,NULL,0,0.09,N,9
53,46000,Own,9,Personal,B,4925,11.71,0,0.11,N,28
22,61000,Mortgage,2,Medical,A,18200,7.51,0,0.3,N,4
29,34999,Rent,2,Medical,B,12000,11.58,1,0.34,N,10
39,28500,Rent,1,Venture,B,2000,NULL,0,0.07,N,14
24,38400,Rent,4,Venture,A,4000,7.29,0,0.1,N,3
42,33564,Rent,5,Personal,D,6000,16.29,1,0.18,N,15
23,86000,Mortgage,4,Medical,B,25000,NULL,0,0.29,N,3
21,44000,Mortgage,5,Medical,D,6000,12.61,1,0.14,N,3
25,30000,Rent,4,Medical,B,3000,NULL,0,0.1,N,4
23,25279,Rent,7,Personal,D,7125,17.58,0,0.28,Y,4
35,225000,Mortgage,17,Venture,A,5000,7.49,0,0.02,N,9
24,21000,Rent,0,Education,C,4000,13.43,0,0.19,N,2
28,64000,Rent,1,Homeimprovement,C,10000,11.66,0,0.16,Y,8
29,35000,Rent,12,Debtconsolidation,A,1800,5.42,0,0.05,N,5
29,40560,Rent,4,Education,B,2700,10,0,0.07,N,8
29,54380,Rent,4,Venture,B,6300,10.75,0,0.12,N,10
23,70872,Rent,7,Debtconsolidation,C,10000,NULL,0,0.14,N,2
27,105000,Mortgage,7,Education,A,11000,7.49,0,0.1,N,5
21,38000,Rent,5,Debtconsolidation,A,3000,7.05,0,0.08,N,4
35,54000,Own,NULL,Venture,A,6000,6.62,0,0.11,N,9
28,61104,Mortgage,2,Homeimprovement,A,4400,8.9,0,0.07,N,8
22,30000,Rent,0,Venture,D,4000,15.21,1,0.13,N,2
24,36000,Rent,5,Education,B,1200,11.49,0,0.03,N,2
27,100000,Mortgage,11,Personal,A,14400,NULL,0,0.14,N,8
24,19200,Rent,1,Homeimprovement,C,8000,13.61,1,0.42,Y,3
25,34000,Rent,3,Medical,A,9600,7.88,0,0.28,N,4
23,38000,Rent,1,Medical,D,4100,NULL,1,0.11,N,4
23,65000,Mortgage,7,Venture,A,14400,7.51,0,0.22,N,3
23,50000,Mortgage,3,Education,A,10000,6.03,0,0.2,N,4
26,79000,Mortgage,4,Debtconsolidation,C,18500,NULL,0,0.23,Y,3
34,75000,Rent,2,Personal,B,10000,10,0,0.13,N,8
28,39000,Rent,3,Personal,B,5000,10.25,0,0.13,N,7
23,33996,Rent,7,Personal,,10000,6.91,0,0.2,N,2
23,54000,Mortgage,7,Medical,A,6000,6.03,0,0.11,N,4
25,25000,Rent,1,Debtconsolidation,B,1600,9.99,0,0.06,N,3
23,102000,Mortgage,7,Education,B,10000,11.49,0,0.1,N,2
29,62000,Rent,13,Education,C,9000,NULL,0,0.15,N,9
36,72500,Rent,2,Medical,A,10000,NULL,NULL,0.01,N,11
23,91392,Rent,7,Debtconsolidation,A,12000,5.42,0,0.13,N,3
28,176000,Mortgage,12,Homeimprovement,B,25000,10.25,0,0.14,N,6
23,108000,Rent,7,Education,A,5000,7.66,0,0.05,N,4
31,41558,Rent,3,Education,E,7750,16.45,0,0.19,N,7
23,45000,Rent,7,Personal,C,15000,12.84,1,0.33,N,3
28,86400,Mortgage,0,Education,D,16000,14.09,0,0.19,Y,6
21,31200,Mortgage,2,Education,D,1000,14.59,0,0.03,N,2
22,120000,Mortgage,5,Medical,A,18000,8.94,0,0.15,N,3
26,125000,Rent,3,Education,B,6000,12.53,0,0.05,N,2
23,44000,Rent,7,Debtconsolidation,D,13000,16.29,1,0.3,N,3
35,100000,Mortgage,14,Venture,A,10000,6.62,0,0.1,N,8
22,94342,Mortgage,NULL,Education,B,2400,10.59,0,0.03,N,4
41,150000,Rent,13,Personal,F,20000,19.47,0,0.13,N,15
23,51036,Mortgage,7,Education,C,15000,13.16,0,0.29,N,4
34,52000,Rent,2,Venture,C,5000,13.99,0,0.1,Y,8
23,25000,Mortgage,4,Medical,A,5000,9.32,0,0.2,N,2
24,51500,Rent,8,Education,A,15000,8.49,0,0.29,N,2
26,66000,Rent,2,Education,A,7500,6.62,0,0.11,N,2
28,44000,Mortgage,5,Debtconsolidation,C,7000,13.06,0,0.16,N,9
27,63844,Mortgage,11,Debtconsolidation,A,20000,6.54,0,0.31,N,10
24,65004,Rent,0,Venture,B,13000,NULL,0,0.2,N,2
22,43000,Own,5,Venture,B,3500,11.49,0,0.08,N,3
27,70000,Rent,6,Venture,B,12000,10.99,0,0.17,N,8
35,36000,Rent,5,Medical,A,7000,6.91,0,0.19,N,8
32,115000,Rent,2,Personal,B,4000,12.69,0,0.03,N,8
30,42000,Own,NULL,Medical,C,4000,15.23,0,0.1,Y,5
22,54000,Rent,4,Education,C,8000,13.48,1,0.15,Y,3
35,39996,Rent,4,Medical,D,16750,14.09,1,0.42,N,6
37,17520,Rent,1,Venture,A,3000,NULL,1,0.17,N,16
35,130000,Mortgage,3,Debtconsolidation,C,9000,12.73,0,0.07,Y,8
27,20000,Rent,4,Venture,C,3600,11.86,0,NULL,N,4
23,45000,Mortgage,7,Debtconsolidation,A,7000,5.42,0,0.16,N,3
50,50000,Rent,7,Homeimprovement,C,7500,NULL,0,0.15,Y,16
31,18240,Rent,0,Homeimprovement,A,3200,9.63,1,0.18,N,8
23,62000,Rent,7,Venture,B,4500,12.42,0,0.07,N,2
35,99800,Mortgage,9,Personal,A,8000,7.14,0,0.08,N,9
24,87996,Mortgage,1,Personal,B,7000,11.99,0,0.08,N,4
29,70000,Rent,2,Venture,A,6125,7.49,0,0.09,N,8
26,34200,Rent,2,Homeimprovement,D,6400,17.49,1,0.19,Y,3
25,95004,Mortgage,9,Education,A,18000,7.51,0,0.19,N,4
23,55000,Mortgage,7,Education,A,15000,NULL,0,0.27,N,4
22,85500,Mortgage,3,Venture,D,18000,NULL,0,0.21,N,4
24,72100,Mortgage,2,Education,B,16000,10.25,0,0.22,N,4
31,57000,Rent,15,,B,9000,11.49,0,NULL,N,3
23,95000,Mortgage,7,Venture,B,12000,11.99,0,0.13,N,3
44,117300,Rent,3,Medical,A,2500,7.29,1,0.02,N,11
24,127000,Mortgage,3,Homeimprovement,D,12000,15.05,0,0.09,Y,3
32,63800,Rent,6,Homeimprovement,D,11200,14.74,0,0.18,N,8
36,65000,Mortgage,3,Venture,C,4000,13.48,0,0.06,Y,12
24,84996,Own,4,Debtconsolidation,D,8000,15.57,0,0.09,Y,4
31,101000,Mortgage,6,Personal,A,12000,9.63,0,0.12,N,7
29,61000,Rent,12,Venture,D,10000,16.07,0,0.16,N,9
36,16800,Rent,NULL,Personal,C,NULL,5.42,0,0.03,N,14
23,110000,Rent,3,Education,B,20000,12.42,0,0.18,N,3
34,29004,Rent,9,Education,B,10000,11.83,1,0.34,N,5
36,120000,Rent,4,Homeimprovement,C,15000,12.99,0,0.13,Y,15
34,80000,Rent,2,Personal,B,2000,10.36,0,0.03,N,7
27,104000,Own,4,Education,E,35000,17.99,0,0.34,Y,6
26,156000,Mortgage,2,Homeimprovement,B,35000,10.65,0,0.22,N,4
22,51168,Mortgage,6,Venture,B,15500,10.99,0,0.3,N,3
32,32000,Rent,1,Homeimprovement,D,7000,14.91,1,0.22,Y,9
26,45000,Rent,3,Medical,A,6000,7.49,0,0.13,N,2
33,45000,Rent,2,Medical,B,8500,10.62,0,0.19,N,6
36,45000,Mortgage,21,Homeimprovement,B,2000,9.88,0,0.04,N,12
23,45000,Mortgage,7,Education,B,14000,11.49,0,0.31,N,2
26,54996,Rent,1,Homeimprovement,A,10250,7.29,0,0.19,N,2
26,55080,Mortgage,10,Medical,A,2500,7.66,1,0.04,N,3
30,100000,Mortgage,11,Venture,D,16000,16.49,0,0.16,Y,9
35,60000,Mortgage,12,Debtconsolidation,C,12000,13.11,0,0.2,N,9
29,76000,Rent,2,Medical,B,7200,NULL,0,0.09,N,8
37,21600,Rent,4,Medical,A,6500,8.49,0,0.3,N,12
25,43633,Mortgage,3,Debtconsolidation,D,9000,15.62,1,0.21,N,3
44,50000,Mortgage,8,Debtconsolidation,B,6000,11.99,0,0.12,N,17
36,52000,Rent,2,Education,C,7000,13.85,1,0.13,Y,14
30,68803,Rent,3,Medical,A,2000,6.17,0,0.03,N,10
23,69600,Mortgage,7,Debtconsolidation,A,1200,6.99,0,0.02,N,3
22,30000,Rent,2,Education,C,13000,13.11,1,0.43,N,3
37,38200,Rent,0,Venture,A,12000,8.94,1,0.31,N,14
22,29004,Rent,NULL,Education,B,9975,NULL,1,0.34,N,2
29,24000,Rent,1,Personal,B,3000,11.14,0,0.13,N,6
27,61200,Mortgage,3,Medical,A,13000,8.49,1,0.18,N,10
30,48409,Rent,4,Medical,B,7000,NULL,0,0.14,N,10
24,42000,Mortgage,2,Homeimprovement,A,7000,8.59,0,0.17,N,2
24,52000,Mortgage,6,Venture,A,9000,5.79,0,0.17,N,2
24,140004,Mortgage,4,Education,E,4000,16.45,0,0.03,N,3
30,35000,Rent,5,Medical,B,10000,12.21,0,0.29,N,6
39,39000,Rent,7,Debtconsolidation,B,1500,10.36,1,0.04,N,16
25,48000,Rent,6,Debtconsolidation,B,7200,11.36,0,0.15,N,3
22,50000,Rent,5,Personal,B,10000,11.71,0,0.2,N,3
30,12000,Rent,NULL,Medical,C,1800,14.35,0,0.15,Y,5
31,30000,Own,2,Homeimprovement,B,2950,10.75,0,0.1,N,7
29,32000,,13,Education,B,NULL,13.67,1,0.04,N,2
38,36156,Mortgage,1,Homeimprovement,B,8500,12.21,0,0.24,N,16
28,40000,Rent,2,Medical,B,14000,11.89,1,0.35,N,8
23,47000,Rent,7,Debtconsolidation,D,12000,16.29,1,0.26,Y,3
29,250000,Mortgage,12,Venture,A,8000,7.51,0,0.03,N,10
23,92000,Rent,5,Medical,B,4800,10,0,0.05,N,3
24,51600,Rent,8,Medical,B,3000,10.65,0,0.06,N,3
21,68000,Rent,3,Medical,C,3000,11.78,0,0.04,Y,4
37,27052,Rent,2,Venture,B,6000,10.37,0,0.22,N,12
32,70000,Rent,6,Medical,C,13200,13.49,0,0.19,N,6
31,24000,Rent,2,Debtconsolidation,A,3000,7.49,0,0.13,N,10
22,NULL,Rent,1,,C,25000,15.27,0,0.3,Y,3
21,14400,Own,4,Venture,C,6250,14.72,1,0.43,N,2
24,99000,,8,Debtconsolidation,A,6000,NULL,0,0.26,N,2
29,65061,Mortgage,13,Personal,B,12000,9.62,0,0.18,N,5
22,66300,Rent,4,Medical,B,30000,12.69,1,0.38,N,3
28,130000,Mortgage,1,Education,D,5600,15.65,0,0.04,N,9
26,60000,Rent,5,Homeimprovement,B,12000,10.65,0,0.2,N,3
22,78000,,6,Debtconsolidation,B,NULL,17.93,1,0.04,Y,9
32,70000,Rent,2,Personal,A,9850,7.75,0,0.14,N,9
30,24000,Rent,14,Education,B,5000,11.11,1,0.21,N,9
22,54000,Rent,4,Personal,C,8075,13.06,0,0.15,N,3
22,35100,Rent,0,Education,C,1000,13.98,0,0.03,Y,3
23,36000,Own,1,Venture,A,1800,6.54,0,0.05,N,4
22,52000,Rent,1,Venture,C,18000,13.85,1,0.35,Y,4
26,46000,Rent,2,Debtconsolidation,D,25000,11.86,1,0.54,N,4
21,59000,Mortgage,5,Medical,B,25000,9.99,1,0.42,N,4
22,62000,Mortgage,2,Education,C,6000,13.92,0,0.1,N,4
25,52000,Rent,1,Homeimprovement,A,10000,6.91,0,0.19,N,2
28,68004,Rent,1,Personal,C,15000,13.16,0,0.22,N,7
27,47000,Rent,2,Homeimprovement,D,4000,15.33,1,0.09,Y,10
23,36000,Rent,5,Venture,B,8000,NULL,0,0.22,N,2
29,57600,Rent,1,Medical,B,6000,9.91,0,0.1,N,10
24,56100,Rent,7,Medical,D,25000,16.49,1,0.38,N,4
36,48686,Rent,21,Medical,D,12000,13.99,0,0.25,N,13
30,20000,Rent,1,Personal,B,3000,11.49,1,0.15,N,8
26,94000,,8,Personal,A,19000,6.99,1,0.45,,3
39,60000,Mortgage,19,Venture,A,15000,6.91,0,0.25,N,14
29,71400,Mortgage,1,Medical,A,8000,8.49,1,0.1,N,10
23,24996,Mortgage,4,Education,B,5000,12.69,0,0.2,N,2
27,23400,Rent,2,Personal,A,4000,7.49,0,0.17,N,6
22,59000,Rent,2,Education,A,7200,8,0,0.12,N,3
38,36400,Rent,1,Personal,C,6000,12.87,0,0.16,Y,17
39,95000,Own,6,Homeimprovement,B,8000,12.69,0,0.08,N,14
30,28000,Rent,1,Personal,C,7000,13.22,0,0.25,Y,10
26,26400,Mortgage,10,Personal,C,8500,13.23,0,0.32,Y,3
27,80000,Mortgage,0,Debtconsolidation,C,10000,12.68,0,0.13,N,5
27,66300,Mortgage,0,Medical,E,20000,17.56,1,0.26,N,8
23,40000,Mortgage,1,Venture,B,1200,10.83,0,0.03,N,2
25,84000,Rent,2,Venture,A,6000,8.94,0,0.07,N,2
28,32376,Rent,2,Debtconsolidation,F,8000,NULL,1,0.25,Y,7
35,19200,Rent,0,Venture,A,3500,9.32,1,0.18,N,6
25,34000,Rent,0,Homeimprovement,C,10000,13.79,1,0.29,Y,4
24,43000,Rent,9,Education,A,11000,8.94,0,0.26,N,3
29,76000,Rent,2,Homeimprovement,B,8000,11.36,0,0.11,N,5
24,68000,Mortgage,1,Personal,E,5500,15.68,0,0.08,N,4
33,98784,Mortgage,3,Medical,B,10000,NULL,0,0.1,N,7
23,NULL,Own,2,Venture,,11050,12.69,0,0.09,N,7
24,72000,Mortgage,8,Homeimprovement,A,5000,6.03,0,0.07,N,3
23,85000,Mortgage,1,Venture,B,10000,10.36,0,0.12,N,4
28,159000,Mortgage,3,Personal,B,15000,11.86,0,0.09,N,8
28,115000,Mortgage,3,Personal,,15000,8.49,0,0.17,,6
23,66000,Mortgage,4,Venture,B,3000,NULL,0,0.05,N,4
22,44000,Mortgage,2,Personal,A,3500,5.99,0,0.08,N,2
25,75000,Mortgage,9,Venture,B,1000,9.99,0,0.01,N,4
23,68000,Rent,1,Personal,E,14400,17.99,1,0.21,Y,3
29,117600,Mortgage,13,Debtconsolidation,C,14400,12.99,0,0.12,Y,6
25,98000,Mortgage,9,Education,A,2000,5.42,0,0.02,N,4
22,48000,Rent,6,Education,A,15000,7.51,1,0.31,N,2
58,100000,Mortgage,6,Personal,A,6000,5.42,0,0.06,N,19
29,48000,Mortgage,3,Venture,C,17375,14.27,0,0.36,Y,10
23,36000,Rent,3,Personal,C,14400,13.57,1,0.4,N,2
22,39900,Rent,4,Venture,B,19000,12.18,1,0.48,N,3
24,97000,Rent,3,Education,D,8000,15.31,0,0.08,N,3
25,120000,Mortgage,9,Personal,C,25000,13.72,0,0.21,N,3
27,47380,Mortgage,11,Homeimprovement,C,15000,13.79,0,0.32,Y,9
27,63000,Mortgage,12,Personal,A,18000,7.49,0,0.29,N,9
23,46000,Mortgage,NULL,Medical,A,3000,7.88,0,0.07,N,3
26,51000,Rent,5,Personal,A,5600,7.49,0,0.11,N,2
28,62400,Rent,2,Venture,B,14000,10.99,0,0.22,N,10
24,80000,Rent,2,Medical,B,24000,10.25,0,0.3,N,2
25,60000,Rent,3,Personal,A,17000,6.91,0,0.28,N,2
26,44000,Rent,5,Debtconsolidation,C,4600,13.99,1,0.1,N,4
55,50000,Rent,2,Debtconsolidation,A,20000,7.51,1,0.4,N,28
27,30000,Rent,4,Medical,D,2400,17.49,1,0.08,Y,10
35,27204,Mortgage,16,Personal,A,1800,7.74,0,0.07,N,7
24,31000,Mortgage,8,Education,A,5000,5.42,0,0.16,N,2
26,48000,Mortgage,7,Homeimprovement,C,16750,14.26,0,0.35,Y,3
25,83000,Rent,3,Education,B,9600,10.99,0,0.12,N,2
23,19200,Mortgage,7,Medical,A,3000,NULL,1,0.16,N,4
22,74000,Mortgage,6,Medical,A,2500,6.62,0,0.03,N,3
24,60000,Rent,0,Venture,A,6800,7.51,0,0.11,N,2
33,46800,Rent,9,Medical,C,2000,14.65,0,0.04,N,6
26,67000,Rent,6,Education,C,2000,NULL,0,0.03,N,4
26,75000,Mortgage,10,Debtconsolidation,A,15350,6.17,0,0.2,N,4
22,29553,Own,2,Venture,A,6000,7.49,0,0.2,N,4
23,29004,Own,1,Venture,C,2000,13.16,0,0.07,N,3
28,56000,Mortgage,4,Debtconsolidation,A,15000,7.49,0,0.27,N,9
30,96000,Mortgage,8,Homeimprovement,B,17000,10.62,0,0.18,N,10
32,28800,Mortgage,7,Venture,C,7500,13.43,0,0.26,Y,7
26,19500,Own,0,Personal,A,5000,8,1,0.26,N,3
22,19728,Rent,5,Debtconsolidation,A,2000,7.49,0,0.1,N,2
34,50000,Mortgage,11,Debtconsolidation,A,4000,8.9,0,0.08,N,7
29,59000,Rent,4,Debtconsolidation,D,12000,16.49,1,0.2,Y,9
23,44004,Own,7,Medical,A,17000,6.62,0,0.39,N,2
31,82000,Mortgage,15,Homeimprovement,A,9000,5.42,0,0.11,N,9
23,35000,Rent,3,Debtconsolidation,C,10000,13.22,0,0.29,N,2
23,44500,Mortgage,4,Education,B,9250,9.62,0,0.21,N,3
25,35000,,2,Debtconsolidation,B,7500,12.92,1,0.17,N,4
27,125000,Rent,5,Venture,B,10000,10.62,0,0.08,N,6
26,60000,Mortgage,6,Personal,A,3050,7.29,0,0.05,N,3
22,39000,Rent,2,Medical,C,5000,12.23,1,0.13,Y,3
33,48000,Mortgage,17,,A,6800,7.49,NULL,0.05,N,2
24,22100,Rent,4,Education,C,8000,13.23,1,0.36,N,2
34,20000,Rent,0,Medical,F,5000,18.43,1,0.25,N,9
22,75600,Mortgage,3,Education,A,10000,NULL,0,0.13,N,4
26,34000,Rent,2,Medical,B,13000,9.63,1,0.38,N,2
23,60000,Rent,3,Education,B,20000,12.21,1,0.33,N,2
27,50000,Mortgage,1,Personal,A,3000,7.68,0,0.06,N,5
25,30000,Rent,6,Education,D,4000,16.49,0,0.13,Y,3
26,70000,Rent,2,Debtconsolidation,B,10000,9.45,0,0.14,N,3
23,40800,Mortgage,1,,B,10000,NULL,0,0.12,N,10
34,23000,Rent,4,Medical,B,3000,11.49,0,0.13,N,6
26,43000,Mortgage,9,Personal,A,8800,5.42,0,0.2,N,3
22,42000,Rent,7,Debtconsolidation,E,7500,17.04,1,0.18,N,2
23,84000,Rent,0,Debtconsolidation,A,12500,6.54,0,0.15,N,4
24,54100,Rent,5,Personal,A,4500,7.14,0,0.08,N,4
25,36400,Mortgage,4,Venture,C,11000,12.29,0,0.3,N,3
22,32000,Rent,7,Medical,C,14000,12.23,1,0.44,N,3
57,53000,Mortgage,1,Personal,C,5800,13.16,0,0.11,N,30
38,87000,Rent,3,Homeimprovement,B,24250,NULL,0,0.28,N,12
23,55488,Rent,4,Medical,D,5000,15.21,1,0.08,N,2
38,130000,Mortgage,1,Homeimprovement,B,30000,9.91,0,0.23,N,14
28,64700,Mortgage,4,Education,B,12000,NULL,0,0.19,N,7
28,29000,Rent,1,Personal,C,5000,15.96,1,0.17,Y,7
22,52800,Mortgage,6,Personal,C,6000,13.98,0,0.11,Y,3
23,62900,Rent,2,Medical,D,12000,14.96,1,0.16,N,4
26,51600,Own,10,Homeimprovement,B,15000,9.88,0,0.29,N,3
27,49000,Rent,11,Medical,B,4000,10.59,0,0.08,N,8
40,84000,Mortgage,4,Homeimprovement,C,17925,14.26,0,0.21,N,16
24,28800,Rent,2,Medical,B,8875,NULL,1,0.31,N,4
45,45000,Mortgage,20,Personal,A,15625,8.9,0,0.35,N,13
29,34000,Own,2,Venture,E,14400,16,0,0.42,Y,7
28,13200,Rent,0,Medical,B,3000,10.99,1,0.23,N,6
21,75000,Mortgage,5,Venture,B,14125,10.99,0,0.19,N,2
23,16080,Rent,NULL,Education,D,3000,16.29,1,0.19,Y,2
24,60000,Rent,1,Medical,B,10000,NULL,0,0.17,N,3
21,42000,,NULL,Medical,B,7000,NULL,0,0.12,N,3
44,36000,Own,5,Education,D,4000,16.29,0,0.11,N,11
29,70500,Rent,5,Personal,A,35000,8.9,1,0.5,N,6
29,50004,Mortgage,1,Homeimprovement,C,1500,13.11,0,0.03,Y,6
29,49668,Rent,4,Debtconsolidation,A,10525,7.9,0,0.21,N,6
27,52600,Rent,3,Venture,E,4000,17.39,0,0.08,Y,7
36,50400,Mortgage,7,Homeimprovement,A,12700,7.29,0,0.25,N,13
25,33000,Rent,0,Debtconsolidation,A,1000,7.29,0,0.03,N,4
21,44500,Own,6,Education,D,5000,13.87,0,0.11,Y,3
24,85000,Mortgage,2,Personal,B,9600,10.37,0,0.11,N,4
29,46000,Mortgage,13,Homeimprovement,B,4800,11.86,1,0.1,N,9
24,46151,Rent,2,Debtconsolidation,B,6000,10.59,0,0.13,N,4
22,70000,Mortgage,5,Venture,C,8000,13.35,0,0.11,Y,2
24,82500,Rent,8,Medical,A,9800,7.51,0,0.12,N,4
22,54000,Rent,4,Medical,C,8075,13.06,0,0.15,N,3
23,57500,Rent,5,Education,A,9000,6.91,0,0.16,N,2
29,43108,Rent,7,Venture,A,7200,6.03,0,0.17,N,7
25,84000,Rent,5,Venture,A,6300,7.88,0,0.07,N,3
31,10800,Rent,4,Venture,C,2000,14.72,1,0.19,Y,5
30,200000,Mortgage,0,Homeimprovement,A,10000,8.59,0,0.05,N,7
25,25000,Rent,3,Medical,A,6325,8.9,0,0.25,N,4
24,28800,Rent,0,Homeimprovement,C,2400,14.26,1,0.08,Y,4
28,91800,Mortgage,1,Medical,D,15000,15.37,1,0.14,Y,8
33,46000,Mortgage,8,Personal,,NULL,6.62,0,0.07,N,7
33,65000,Mortgage,14,Debtconsolidation,C,3600,13.99,0,0.06,N,9
32,138000,Mortgage,5,Venture,C,16800,14.35,0,0.12,N,9
36,45000,Rent,16,Medical,B,7000,9.91,0,0.16,N,12
24,96000,Mortgage,5,Debtconsolidation,A,15000,7.51,0,0.16,N,4
21,18996,Rent,0,Debtconsolidation,A,6000,NULL,1,0.32,N,4
28,25000,Rent,1,Venture,A,5000,7.51,0,0.2,N,9
24,41000,Rent,2,Homeimprovement,D,25000,NULL,1,0.61,N,3
23,95327,Own,4,Venture,A,4325,7.74,0,0.05,N,2
34,47652,Rent,6,Venture,C,2400,13.22,0,0.05,Y,5
41,141000,Mortgage,12,Debtconsolidation,D,25000,14.96,1,0.18,N,13
27,51000,Rent,1,Homeimprovement,B,8400,10.71,0,0.16,N,5
25,200000,Own,0,Homeimprovement,D,24000,14.96,0,0.12,Y,3
29,23850,Rent,0,Personal,B,6075,NULL,0,0.25,N,5
23,85000,Mortgage,8,Education,C,5000,14.35,0,0.06,N,3
32,37000,Rent,4,Medical,B,6000,10.36,0,0.16,N,6
23,41000,Mortgage,0,Venture,B,4500,10.95,0,0.11,N,4
39,26000,Rent,11,Debtconsolidation,,8000,16.29,NULL,0.19,N,4
23,100000,Mortgage,7,Medical,B,25000,11.71,0,0.25,N,3
22,55000,Mortgage,6,Medical,A,9500,7.49,0,0.17,N,3
23,18000,Rent,0,Education,A,5000,8.59,1,0.28,N,4
22,32647,Rent,7,Venture,B,10000,11.48,1,0.31,N,3
35,110000,Mortgage,7,Debtconsolidation,B,9000,11.71,0,0.08,N,9
25,225000,Mortgage,0,Homeimprovement,E,30000,19.91,0,0.13,Y,2
24,31776,Rent,6,Venture,A,4700,8.94,0,0.15,N,3
56,19200,Rent,0,Venture,B,6025,11.71,1,0.31,N,19
22,51996,Own,6,Venture,C,8400,12.98,0,0.16,Y,4
41,70000,Mortgage,12,Debtconsolidation,B,20800,12.21,0,0.3,N,11
29,28000,Rent,8,Personal,B,7800,8.88,0,0.28,N,7
32,34000,Rent,0,Education,B,7500,10.01,1,0.22,N,5
26,85200,Mortgage,10,Homeimprovement,A,8000,6.03,0,0.09,N,4
21,18000,Own,3,Homeimprovement,D,4900,14.54,1,0.27,Y,4
29,54000,Rent,0,Education,B,18000,10.99,1,0.33,N,6
25,24000,Own,7,Homeimprovement,A,6000,5.42,0,0.25,N,4
28,54000,Mortgage,1,Venture,B,6250,9.99,0,0.12,N,6
33,25200,Rent,3,Medical,E,1600,16.69,1,0.06,N,6
23,45984,Rent,7,Venture,A,5000,7.14,0,0.11,N,4
22,17280,Rent,0,Education,D,3500,NULL,1,0.2,Y,4
24,54996,Mortgage,8,Medical,B,19000,10.83,0,0.35,N,3
31,99000,Rent,15,Homeimprovement,C,12000,14.26,0,0.12,N,10
32,48000,Mortgage,2,Debtconsolidation,B,10650,10.59,0,0.22,N,9
27,38400,Rent,2,Medical,A,7000,7.51,0,0.18,N,6
33,48000,Rent,11,Debtconsolidation,B,25000,9.99,1,0.52,N,10
28,38000,Own,13,Venture,A,6425,5.42,0,0.17,N,8
22,66300,Rent,3,Medical,D,7500,14.96,1,0.1,N,2
30,275000,Mortgage,14,Education,B,7000,11.71,0,0.03,N,10
22,50000,Rent,6,Venture,C,18000,13.79,1,0.36,N,2
26,59000,Mortgage,NULL,Venture,A,7800,6.99,0,0.13,N,2
28,90000,Mortgage,3,Medical,B,21000,10.74,0,0.23,N,7
29,52000,Mortgage,6,Venture,D,12000,15.65,0,0.23,N,8
21,45000,Rent,3,Personal,A,7200,9.38,0,0.16,N,4
37,38400,Mortgage,4,Venture,A,7000,7.9,0,0.18,N,13
22,78000,Mortgage,6,Debtconsolidation,B,9600,10.95,0,0.12,N,2
32,107800,Own,3,Personal,C,5200,14.65,0,0.05,N,9
27,37440,Rent,7,Personal,B,2800,NULL,0,0.07,N,9
23,24000,Own,1,Education,B,1500,12.21,0,0.06,N,2
33,50000,Mortgage,14,Debtconsolidation,D,10000,16.89,1,0.2,N,7
22,80070,Mortgage,6,Education,B,27525,10.74,0,0.34,N,3
31,95000,Rent,3,Homeimprovement,D,24000,13.67,0,0.25,Y,10
22,58000,Rent,6,Education,B,1000,11.26,0,0.02,N,3
35,135000,Mortgage,12,Education,C,10000,13.16,0,0.07,Y,7
21,40000,Rent,NULL,Venture,B,12800,12.69,1,0.32,N,2
45,48000,Rent,5,Personal,A,14400,8.49,0,0.3,N,15
21,37200,Rent,1,Debtconsolidation,B,7000,10.99,0,0.19,N,3
25,36000,Mortgage,0,Medical,A,5600,7.49,0,0.16,N,4
21,10000,Own,2,Homeimprovement,A,4500,8.63,1,0.45,N,2
